mtime,AG,AJ,AY,BQ,CF,DU,DZ,ER,ET,FQ,FS,FU,FZ,GN,GU,HJ,HT,IJ,IZ,JK,JO,JU,JY,LM,LO,LX,MP,N,NV,NW,PQ,PS,Q,TW,VX
2021-11-01T07:35,5800364,7064369,5978519,8355595,9346233,6410132,6918665,6210055,6745603,6899679,7622025,7356460,8379808,5774862,5244144,6632602,6938604,7594439,6298210,6070881,6488437,8514066,6132985,7227310,7134352,7246976,8013942,7892366,8772725,7512352,7685598,5953212,8844011,7493578,6967061
2021-11-01T07:40,5885827,7244619,8133193,6893767,7279684,8696770,7052752,5937858,7410753,9097017,8007751,6604885,8546086,7852105,8127973,5647450,6883368,6929972,7234293,7211232,6391231,6906375,6728794,7210504,8021605,7544972,6360782,8177704,8104333,7687244,6798071,7258987,8098488,7928623,7807245
2021-11-01T07:45,6307248,10413920,6623235,8906234,7645588,8486700,8229910,7529829,7199312,8761866,8163482,7835698,4909441,8041183,6047377,7820870,8347941,8444309,6725544,6340127,7103904,6373298,7194411,8667048,6872716,6393374,6659846,8100018,7632718,8012120,8256388,6842797,8372465,7410541,7775129
2021-11-01T07:50,7852143,7549010,7998532,7582381,8663860,8410538,8455732,6453661,7820117,7433901,8362155,6835125,6936634,6158993,5523006,6864935,5450278,8683831,6269765,7461156,7369248,8379670,7211926,6969347,6386497,7589070,7318759,8314392,7404689,8242750,6612709,8925448,7365895,8761986,8014479
2021-11-01T07:55,7617818,5678174,4896638,7285207,8630186,10157362,7584370,8696492,7744365,6616551,9783092,6939088,7695821,7119589,7349360,6485938,7884285,6907803,7478865,7627109,5938494,7338124,6939626,7209823,8108256,5766369,9254879,7977038,7582534,9270667,8536771,9013084,6646787,6759639,7660049
2021-11-01T08:00,7362209,9000587,7539511,7147851,8236751,10379620,8132903,9298026,6267085,7366135,7791289,6788253,5939411,9434302,8028411,7153887,7764049,7950317,7790380,5975802,5829908,8590280,9070692,8401715,8774226,5857724,6320689,7056648,8497783,6139448,5281677,6735876,7935881,6372321,7334049
2021-11-01T08:05,7646521,8396124,5841833,6711015,5799299,7742250,8127579,6517909,7158403,6753213,5581819,6985813,8771149,6380403,9141197,7081943,6210322,6773207,8983149,6783066,6693174,6167824,7245356,7633531,6669558,7777680,7741329,8840183,7344379,6272402,6258371,5791303,9856814,9936763,8523548
2021-11-01T08:10,7067052,9720563,6860178,7203567,8026756,7560687,6545170,6260879,6872398,8512034,7468302,8638202,9750009,8141963,9065887,9203063,8241530,6061462,5670479,6987205,8054715,6138261,9925170,8213039,8540355,6444935,6281533,9033593,6813865,5412422,7910001,8382794,7945557,8640005,8958710
2021-11-01T08:15,6641000,7042330,8115730,7568371,7131960,6990881,6920235,8897417,8391474,8582108,6622246,6363008,6880577,6315303,7257489,7004858,8697253,6160163,8177088,7884965,7766055,8235645,6714657,6569053,8538590,7168884,4840043,8120503,7244531,9096943,7472121,7791705,8863858,7289773,5578386
2021-11-01T08:20,8224418,7501082,6407690,6315047,6897483,7654107,6033831,6365755,8050073,7463035,7291703,9821311,8428489,6934782,8623506,7441748,5562125,5711595,7967294,7881962,7919517,7981896,7165266,7535652,6803552,6977964,6618215,6979235,8918868,6562085,8066921,8282639,7227959,6381416,5476933
2021-11-01T08:25,7963929,9834775,6613536,6558530,8187127,8962245,7585189,6739374,7643075,8351868,6058662,8269724,8845656,5968759,5834273,6604360,7054547,9854729,8683473,8644501,6289811,7654662,6559743,8363252,7300385,8254112,6628946,6297938,7983677,5864458,9166654,6633087,9194406,7474480,7926116
2021-11-01T08:30,7401330,6478371,9052068,5124535,6638347,5263218,6290051,6590629,7692848,9671514,6486887,5982470,7283030,7693078,8828701,7299091,7446619,7850961,8157636,8645566,8381202,9042892,8303770,5959284,7918234,7607543,7247042,8183525,5889028,6684253,6085185,9870459,7732437,9621506,7332223
2021-11-01T08:35,6650362,7565495,8840354,8960829,7692110,7848266,5712165,6180177,7647706,8992570,7192992,6951909,9491670,7278039,6946051,6109503,8006035,8787468,6882748,6884725,9383986,8917420,7909860,7985784,7877344,7234338,5561622,6617557,6965893,7052622,8735570,7803976,6252968,7812703,6893230
2021-11-01T08:40,5720340,6916162,7445641,7726655,6092176,7935909,7017427,7973403,7052690,7614904,7248177,7206247,7946041,5644354,6181829,7906392,6911404,7593386,5401867,8022758,7567957,7532351,5531395,6437852,7484258,9178438,5481059,7496432,6564525,10026826,7876183,8775082,7984825,7787982,7355114
2021-11-01T08:45,7098684,8606657,7440575,5104913,8779261,7155853,5952987,7416455,5644874,7489743,6291815,8930864,9812750,7018890,7555989,7125532,4866701,7226814,7120580,6255826,8116592,6932933,8632640,6603703,5929891,6438659,6800038,7764253,7976785,6248698,9440038,6218135,7474446,9638880,7576163
2021-11-01T08:50,8505915,8641327,6291415,8438095,7391661,7181695,5949502,6406074,6615428,8859393,6530111,7464303,7710539,6490992,7578799,9779332,5733602,6828420,7750715,9744280,6803044,6314542,6931698,8089219,5478386,7060834,6431217,8617296,7268524,9399680,7483346,5991203,8635716,6249687,7990068
2021-11-01T08:55,8292640,6581722,7632287,7690934,8181121,9871840,8464289,7480100,5271306,7469310,7749612,6070417,6985408,8528233,8554060,7401136,5775780,8059282,7696465,7282664,9321649,7068295,8265804,8699864,6963893,7185001,6869716,8596748,6681082,6162771,8874357,8968986,6679823,7837874,9342091
2021-11-01T09:00,6993713,7251168,8759170,8980664,6985478,6413487,7459883,8184200,7898872,6285368,6957757,7608888,8389124,9700030,8515135,6973207,6443290,7069039,8257582,6573319,6775875,7074857,7044966,8758822,8088874,7433826,6374357,6801475,6864292,7532759,9274678,7306393,8740724,6124583,7846670
2021-11-01T09:05,6471994,7129548,7447371,6734060,6587154,7329223,7896430,7954541,5988704,5495060,7255187,7034799,8019795,6803482,7234571,6223927,9242735,5888494,5493383,7136004,8294383,8606414,7729634,8036666,6840177,6836828,6777592,6347581,7802735,7980009,8425967,6825612,9962843,7809956,8906497
2021-11-01T09:10,7092252,7423118,6793241,5636697,8451403,4524872,8258544,7466954,6886671,7465348,7723233,8135813,7181819,5613984,6623033,6207334,5294686,6345784,5926198,7501603,7436310,8560404,9140181,7068992,6675435,8433070,6189359,9076968,7237143,8466686,7464668,8425600,6524340,9995598,7017863
2021-11-01T09:15,8989107,8305847,7888494,7681241,7891128,7287703,7751512,8115502,7797750,7529239,8014548,7875640,7197489,8265279,6715397,7804278,7008344,7442570,5598820,7193514,4623338,8154082,7444549,7462634,8709809,8758847,8154600,5586964,7521959,7965232,8681513,8345291,7291620,6888424,8770591
2021-11-01T09:20,6551446,8581433,6824344,6210886,9007778,7026543,9192336,7926473,7182297,6053919,7924879,9327253,6995642,7896330,8256732,5376072,7098703,8950188,6144899,7664068,6069698,7181097,7040096,7669425,6740319,7418652,6378824,6833688,9407074,7077433,7697965,5895638,7424922,8002985,9119921
2021-11-01T09:25,8501372,5243076,9954856,7414485,5918219,8643587,8712804,6762553,7464341,7618162,5947670,8886475,9157608,7797521,8539272,8370311,5653875,8672736,7317210,6835772,6588457,6732077,8590049,8357493,5370058,9204004,7040144,7253609,7460557,6707297,4592918,7960107,6971942,7469051,6822152
2021-11-01T09:30,4933098,8370049,8137817,9091606,6551017,6980212,8141161,8511220,6513276,6572115,7300045,6722525,6677769,7741445,6458741,6507518,6007992,7896480,7498656,7014270,7905720,6778497,6136384,8225073,6047509,8115634,6548017,7684054,7496059,6160823,8148644,7029677,6836544,8087713,8694565
2021-11-01T09:35,6774884,8139982,6474681,7300861,6101196,6297778,7468939,7431431,9331266,6808555,5238392,7449829,7460138,7737771,6999136,8558916,7007777,7613795,7324950,7577742,7584981,8048657,6721048,7414120,6248010,8051499,8126920,7526194,7707017,8641309,5304711,8480697,7749517,8694376,7170634
2021-11-01T09:40,8385057,5429259,7535308,7702880,5555381,5395889,5570151,7636647,6052831,7611166,8462643,8068810,7127461,9101770,8856238,7119792,7478288,8191532,5362991,6575522,6945863,5812657,6572544,5784210,8422915,6943816,10359380,7745051,6416526,7952269,6633103,5739674,7643429,7825178,7399574
2021-11-01T09:45,8722005,8254607,8461588,7048979,6402888,8343570,7716289,8247851,8146190,7373561,5937500,5829047,9046017,8601834,8542441,6762079,6148726,8323003,5288740,5850725,7020233,7563668,6369135,9297227,9088614,6959373,7731470,7905624,8190601,6074683,7664767,6277356,7307901,5447120,5305977
2021-11-01T09:50,6974670,6472253,5787228,8477555,7932979,9456586,7062238,7312755,7527763,5564898,5787365,6862836,7263594,7331090,6501226,5043984,8447825,7386754,7279317,9078228,7626708,7164181,9945271,6260127,7294364,6458981,7592978,6428285,7356500,5497138,9075086,6437880,7104626,7156842,6294829
2021-11-01T09:55,5603971,7967115,6280416,7073173,6567699,6912104,6483702,6125282,8159994,6701302,9431191,7626808,6200798,6600139,7149844,5853903,5739045,6060570,5753108,5889555,7484242,7877230,7820727,6922518,7321925,5900659,8047755,7566035,7797590,6413735,6582997,8488571,7029654,7897470,8998804
2021-11-01T10:00,7071496,9405260,7250237,6769098,7920899,7775104,8729664,5504632,6308728,5803923,6557179,9337884,5808385,8436687,8421190,7064654,9123440,6977193,8177679,5872140,7400719,5734953,7152995,5941055,5305506,5359577,8050895,8459685,4539886,6103931,5458472,6061504,6824759,5315717,6314655
2021-11-01T10:05,7055648,9008335,7256207,7747457,5834497,6931662,7975768,9061716,7778547,6388353,9687541,6234205,6452330,8365971,7863057,6955813,8958104,7682606,7554370,6428652,5882287,6507691,8702255,5581099,6352296,10269485,8765704,6846129,5349119,7941806,8290309,5919651,8735242,7142494,5545727
2021-11-01T10:10,7693575,6653455,7507710,6417535,5837054,8015112,7206022,7326004,6132944,7710823,10161868,5647543,8137782,6716071,10029173,6400467,7647983,5637459,7240227,7877352,7837420,7812682,8340784,5861006,5997331,8267952,6989970,9110985,8744133,9541671,6890731,6995948,5362900,7581802,9193268
2021-11-01T10:15,7088620,7185525,6748360,8091849,5379273,8011035,7862906,6444466,8684084,8663183,7879059,8418029,6906572,6824088,9132980,7354427,8709705,6926957,8253467,8657572,7827128,9293158,7454787,8081742,8362987,7414915,6768919,7911457,9691955,6412910,5644632,8186390,7625377,6650420,6082693
2021-11-01T10:20,7174973,6596460,7825018,6828579,6018974,8468616,7880817,7988797,6338461,4711716,6618465,7990961,7927712,7936741,5616823,6132250,6690597,7443279,8562826,7195877,6586364,7126033,5032541,8386024,7078155,7420919,8068278,6492326,8193576,6083376,8274196,8478617,6947883,6456402,7318540
2021-11-01T10:25,6390360,7884190,7517597,5652840,7172608,7074710,8398213,7660329,8035992,6750374,9237489,6773283,6752277,6659866,9778523,8445475,7301926,7169536,8135108,9013243,4948809,6451956,6719464,5729430,7624353,8541780,7429947,6253212,7578744,5776619,6414958,5821832,7335778,5917355,7043352
2021-11-01T10:30,6888591,6312248,7933448,6700586,6586871,7291583,7567058,7529680,6078590,7738609,6817076,9064367,7512230,6902715,7223257,6620672,5763451,7567667,6980973,6580767,8247133,7256073,7323715,6058289,8227143,7464031,7266112,8715097,6157418,6839278,7686961,6135166,7450707,8530657,6273751
2021-11-01T10:35,6414575,5832680,7163165,7744813,5620750,9791890,6507835,6151200,8394158,5894229,8495815,6900913,8387038,9982219,7481052,9929057,8010305,8187365,9205289,7522584,6563342,6083686,8242004,7844804,8859567,8534652,8530830,8230657,7249154,5928239,7394249,7352834,7201192,7838853,6682574
2021-11-01T10:40,8042098,6250455,7239381,10255738,6867895,9874906,7847415,7074975,7468666,8314586,6535335,8222089,8244048,6987217,5404372,6719624,9760985,8777037,6617066,6337809,8085194,7811648,7468375,7111593,8138318,7225205,6214787,6377702,6418974,5151661,6810098,6552475,7609139,9049064,6780648
2021-11-01T10:45,6771658,6561689,7831794,6332504,7692602,6845756,7489740,7941682,6224240,7178378,6021675,8686446,6955177,7960847,6412985,9407624,8804571,5640817,8139548,7767279,8902718,6928700,7650695,6319747,7400672,7841337,6496061,5798600,7071259,6677757,6933757,6248673,5719222,7332573,9135331
2021-11-01T10:50,4732185,8476197,7095137,4623991,7607239,8276838,6536941,6946204,6701556,6079146,8416443,6630627,7187226,6296329,7155893,8184899,6534125,6147728,7454371,7312266,6869455,7925086,7858057,8106431,7219022,9650921,6005788,5903266,7849550,7996499,7286364,7674519,6941770,7778604,6319549
2021-11-01T10:55,8297153,7206256,8846968,8123465,5763199,8015670,8323166,6832770,7489421,6211386,7646216,7176350,9340634,7936591,6455242,7706476,7460568,8321270,7015937,6291418,6256432,7249060,6944121,8809425,6131522,8229457,9243309,7784555,6870562,8162670,7676517,8200825,7498826,5636104,7324849
2021-11-01T11:00,9755308,7475838,8007873,8798562,9008950,6382195,6942801,8517514,7655508,4995551,7831655,7785841,6986770,6743631,6860417,8286747,6871034,7228108,9079542,8437161,10362114,6683297,6816530,8901488,8260388,7124778,6908163,8117715,5881542,7094455,7069306,6177429,9454687,5906302,6830319
2021-11-01T11:05,4907919,6072557,7810532,7173460,8642973,7686046,7154424,8522586,6480545,7389777,6990888,6953018,6705620,10006616,7378978,7225513,6972798,7041037,6784108,7873145,6132364,9282419,8001586,5734429,10188638,8817795,9247279,7654420,8356713,6662853,7414688,7167404,7610188,7427111,7761940
2021-11-01T11:10,7651993,7919233,6112372,8303224,7696482,5576954,8071911,7528565,6735436,5680424,6913241,8469167,6559433,7763966,6484824,6068343,8171336,8154302,6747248,7535696,9281526,7248014,6839111,7946965,6443974,6338896,6475450,7435565,6146197,7377542,6577967,7978237,6260751,6994024,7058703
2021-11-01T11:15,8654632,7913316,6345184,8215407,7043909,6595247,8852345,6752823,6419911,7189253,7569589,4794454,8097064,9053375,7431279,6315536,8534406,7983966,8710755,6246746,6471886,6988216,8054891,6333238,6088997,8502202,6679330,6367354,7289812,7346653,8340643,6809174,6336215,7506505,7503140
2021-11-01T11:20,7541706,7439161,6427016,7028678,6982006,5889697,7185317,7693755,8875539,6879694,7204385,8320727,8381685,6347488,8977923,5864795,8475642,7362729,7834928,8169494,7180723,6943749,6243782,10461288,5908428,9267625,7682162,7069646,6150304,7275655,9145818,6040561,6123829,5951293,6819231
2021-11-01T11:25,6481429,7027475,8304851,7985834,6249999,6058630,6966846,8848569,5831588,8815953,6935913,8375515,6340784,6427811,7000698,9228906,7573161,7914486,7293062,7353837,5589210,6567833,7538598,9288022,7563802,6419530,7352306,5507104,7289625,6151239,8137720,8461223,7872485,7446109,7802615
2021-11-01T11:30,7428927,6980419,6901825,8575102,7754760,7344989,7772879,7309256,7646773,7873993,6685832,7063186,7109580,8484324,5932419,6598737,8367401,7998255,10173756,6925448,7480137,7880158,8001012,6010810,8257099,7322670,7676749,6727758,6689017,6330404,7209263,6328781,8079808,6961447,6732078
2021-11-01T11:35,7337565,8632939,6598752,6200343,8159836,5781307,7204670,8847117,9961427,7298084,7102345,9253018,5375997,8018299,6989464,5691481,8368686,7384321,6317244,8176526,7336731,5330340,5871097,7338472,9042936,8617269,7267745,6634413,7312657,5239439,7696894,7669358,8901250,7681404,5723923
2021-11-01T11:40,9000260,7994410,6768334,6446624,9688177,5632442,8505251,9080063,7162284,6781967,6528862,9599974,6646080,6710273,7603284,7958015,6431672,6727775,8319085,6899024,7006446,7527361,9150201,6306964,5855531,6727312,6430952,7166158,6280214,5939646,7014599,5676786,6597469,6962419,8702051
2021-11-01T11:45,7575987,6583648,6475521,7703681,6465397,8602695,6571553,6081375,6413665,5684160,7429853,6567225,7789295,10049652,5844560,8308583,5619442,7246368,8547871,7843692,6570276,5841006,6996902,8607408,7148354,4432717,5263346,7415823,8733337,8025325,7213049,7240807,6920736,6774141,7004276
2021-11-01T11:50,6704963,7754557,6169274,6294634,7968568,9017528,6764235,8149015,8495020,6762317,6381184,7905733,7904493,7452251,8186208,8613187,6242876,8582633,6155248,7808426,6224323,8972379,5364163,8252269,7607572,8082185,6862360,7865570,7021336,7369394,8087089,6259183,8737974,7386690,8864980
2021-11-01T11:55,7863813,6711105,7361761,6842624,6583977,8393293,8718390,8279938,6553692,7183918,9352654,5640351,7449517,7760509,5282815,8654757,6771185,6768341,6517000,6504327,8997093,8404799,6956272,8120340,6286739,6674829,8280731,5103481,5276669,7032637,7222206,8058136,9280904,9073787,8735899
2021-11-01T12:00,7295762,7818071,7984935,7901324,6453883,7663273,7421280,6449508,6443289,7199594,7718677,9620347,8573789,7719971,8550640,6142859,8347890,6976934,6158491,5159028,8449412,8725160,8223896,7591461,8492617,9055660,5074039,7866593,7086168,5358104,9212887,7847560,7116735,8447724,4770041
2021-11-01T12:05,8430526,7507731,6650054,5719978,6584026,7093504,7684671,6828183,9035116,9112301,6948149,6020276,4635641,7889873,8259026,5717304,8234092,7537505,7641501,6845922,7649302,6206078,6573348,7951933,7640239,7204305,5954925,8769029,7440149,7413243,8350185,9512750,9302949,6212905,7046760
2021-11-01T12:10,8078375,9033625,5609574,8840119,6679041,6583844,8044421,6781394,6452302,6805359,7456499,6333754,8598921,7061287,7123376,7378547,4792608,6529317,4578925,8319670,6004117,5596724,5471222,8456498,7553772,10729077,8516214,8348341,9036530,7399492,7763901,7462741,7352174,7517759,7982597
2021-11-01T12:15,7346034,7853907,7943782,6833523,8346139,8561350,8830604,5738280,3741224,6024479,5720950,8209498,7972274,8050995,5806927,8685528,9413513,7182606,5834453,6614337,7362930,7550320,9594996,5876479,6652850,7730727,8089304,6922974,4637809,7043835,9095579,7345152,7783901,7388633,6621519
2021-11-01T12:20,6206618,7561501,7332987,9613286,7548621,7275844,5558176,7115135,9627745,8747795,9253112,7342601,6169535,9135554,6105662,7872936,5506603,5717179,8207955,5805715,7694507,6700438,8052635,6851132,6864611,5480569,6468060,7099693,9818328,6235445,7444087,8347577,9192074,8717818,8076723
2021-11-01T12:25,6150223,6752446,6001253,7172177,7354962,7499901,7089394,6420829,7010350,6733624,6651685,7799975,7916870,7619716,6215783,7253653,8191946,7031063,8749498,7166661,7540873,7817672,8196309,8876055,8364245,6543900,6061447,7205721,6640831,6854743,5597336,8769355,7653173,6990004,7863135
2021-11-01T12:30,7274717,7323027,5903861,9094147,7265034,6422182,7217544,7070555,6917684,5899715,8425790,7474564,8747144,6875280,6201798,6605544,7117171,6951262,6000507,6202040,7289033,4982580,6582094,8227495,6565458,6002297,7726526,9347507,5581405,7231919,4790655,7157982,7877586,6272286,6589526
2021-11-01T12:35,7137949,5891183,7009897,4197498,6625445,7621534,6770692,8470330,8118837,7452325,8604019,7230807,7202058,10073716,8310926,8396076,7766418,6856983,7802326,6255670,6172693,7228147,6998768,6983093,8159374,7246718,6058818,6898344,7374621,6942516,7523447,7153858,5815265,6825682,6860594
2021-11-01T12:40,6776894,9837771,7903582,6434542,8147438,9751006,5935324,5632548,7341224,6584585,8622080,7404696,7096854,4972514,7055575,6344687,4615327,7176621,9129542,6711101,6861584,9668684,8791648,8362949,7785822,9039098,8136082,7461939,7845290,5521923,8192052,8188295,4913247,8312845,9995788
2021-11-01T12:45,7274668,8338034,7289224,7331999,6715387,6917115,7198018,8576609,7864207,6207894,6435768,7462696,7111842,6667138,6141323,7671942,8364858,8234197,5241560,7995887,9143316,8651495,7305415,8099408,6723272,8221322,6846572,6874045,7450796,8210341,6910034,7493546,7414667,7828879,8794710
2021-11-01T12:50,7609469,6792415,6499066,6560955,6671235,8681894,7013657,7207655,9998514,9282657,7697446,7907671,8172509,9632817,7508728,7548376,6775127,6498157,7963924,8887291,6265104,8563543,7000829,7326012,7610760,6654910,8072421,8117658,6381567,6671442,9572364,8631062,6755550,7478064,7757422
2021-11-01T12:55,6809804,9518412,6063280,6978118,7458625,6063500,8454290,6659279,7685325,6833627,6983210,5756657,8645859,6634772,9414739,6775834,8024182,8377333,6540300,6741366,7084354,9151662,7191934,6239341,6132110,6389686,7583108,7952111,8938286,8031685,8063532,6878152,7939013,6962183,7766376
2021-11-01T13:00,8716957,7858346,7573025,8217872,8633689,7870812,7994177,7895554,6856087,7734090,7773280,7926072,7823242,7267771,7286389,8853193,9533584,6848323,7520880,6659548,6903663,6718992,8922522,8020767,8735992,6060396,5893841,8393915,8111411,7885844,6431681,7981663,5721425,7231735,8282845
2021-11-01T13:05,7709141,6020877,8174968,4441289,8888145,6115262,5704152,7584727,10212208,8969236,5550464,8754056,9166003,7158663,6268662,6519064,8359490,6826006,8783706,6704928,8694544,6772619,8097356,6637187,6518063,7101789,6733699,7182686,6390469,7195298,8163667,6939224,7143073,8584146,8152254
2021-11-01T13:10,8098152,7778159,6950783,8691316,7104274,5210039,7982186,6703320,7524740,7039510,7436672,7448560,6046095,8201895,8495137,8343362,7737518,8518835,7005451,9142206,8694602,6625387,6662528,7891695,7590142,8850904,7734151,8518724,8874958,8539020,7259487,8114468,7452502,6618533,7187653
2021-11-01T13:15,7087186,6643635,5625852,6692817,7844480,7739402,5996722,7604809,7754833,6400512,6488842,6217446,7974184,6388638,7992388,6584689,8209271,6559800,6163076,6838192,7356357,8489385,7126075,7907758,8583381,8327845,7697968,9141314,7492068,7798188,7877363,6349659,5529743,8870951,5579446
2021-11-01T13:20,7592347,8234839,5215166,7160484,8510738,7298275,7211131,9162329,6696538,8075363,6855081,6924949,5938704,5773557,8603007,7572124,8579973,8444884,5527619,6465298,6951455,7559122,7544491,6862396,6624898,8292796,7832355,7654483,7236427,9261685,7489668,5244275,6352340,8216302,5596185
2021-11-01T13:25,8162733,8328660,7161072,7766350,6617505,6929148,8434485,5486077,8239425,8596731,8568423,6587300,7061987,6373619,7377638,6225762,7610531,6598793,7371608,9083853,7535822,9253268,5451277,6910821,9982574,5961645,7323076,6817170,7925893,7569192,7391405,7897100,6961471,8846791,6828226
2021-11-01T13:30,7214512,7719088,8048496,7527367,9637297,9843194,7215651,7787327,7216691,5872792,6691964,7084565,8389680,6717501,7281768,5727671,9078748,6564809,7692761,7281020,6955373,7726532,6441472,6174208,6742634,6026228,7676618,6641046,7373205,7590525,6492025,7206460,6791359,7406628,7558842
2021-11-01T13:35,7101997,6194418,6093691,7664081,6464465,6805562,6547317,7245170,8244435,7643533,6665985,7996856,7046660,6215431,7001911,7432694,7973322,7487319,7314581,8310497,8952657,7370057,4750083,7736198,6199869,6268827,7377040,7530143,7447349,6473171,7236172,5857193,8234160,6392893,7818598
2021-11-01T13:40,6388121,6885915,6868559,5219490,7377151,8203764,5772456,5555801,6470243,6263130,9256246,5849345,7654618,6783396,8921662,7032663,7288743,7993471,5812449,5729011,7606489,8319864,8008784,7985377,7521484,7144060,7320956,7569019,7518936,7653968,5989258,6636678,7185125,7506855,6733389
2021-11-01T13:45,7230525,6895374,8319710,5115915,6117824,6649358,8168735,9128560,7355201,7317866,6953873,6788086,7175689,8120199,7278638,6726438,7765701,6921944,6893513,7532174,8567453,7095983,6593466,6717088,8252595,6725986,7151473,9342905,8878406,6672293,7268524,8228766,5833220,5866832,8727591
2021-11-01T13:50,9435193,6704813,7266596,8352376,6665154,7706736,7652274,8126580,6126849,7732688,7240938,6523292,6394497,6472146,7259185,6348112,7433155,5932785,6735393,8186070,6525857,6910047,6232703,8011240,6391933,7057620,5789615,6206178,7135746,7037395,6174333,7963192,7777650,6060440,7612932
2021-11-01T13:55,7535313,6090929,9318745,6289391,6182268,5727489,7088810,9194614,6489604,6922987,8250927,6490848,8692889,7685820,7732465,7109655,7270124,7214505,6522698,5007737,8805447,5888791,7666832,9060065,6037317,5910188,8061089,6478477,5662965,7228178,6563777,6548267,7238084,4830600,7429702
2021-11-01T14:00,7462791,6915650,7117720,7367643,6466863,6745207,8794488,6672103,7727693,8332047,7553850,7695479,7674892,5724335,7862368,7899161,9170855,7968461,5779617,8590133,7307942,10068125,7500978,6722123,5471725,7333833,7422238,8761203,7025993,6691322,7720771,7733734,7570639,6817884,7274055
2021-11-01T14:05,7462711,6685915,10037229,7492112,6006090,8347995,7766894,7930905,9183685,8697291,7691398,7719953,6960562,6132026,7691201,7405859,7096206,8516149,5654786,7266877,9741732,5610890,8480147,7029156,7741817,7080078,8416382,8636444,8485067,8647423,7678418,7545802,8650745,7964323,7513181
2021-11-01T14:10,8826329,5917676,8167436,6975726,6371491,5557444,7798673,8343754,5996265,5123178,7599749,7366793,8667595,9833060,8716924,5415857,7593020,6993397,6615930,7456780,7035382,7969706,8163274,8279185,7835261,8711420,6143151,7609051,5898331,7764733,8647975,6936715,6322598,8347927,6547446
2021-11-01T14:15,7268250,8780431,7909033,8859957,6175411,5909432,6617548,6950851,6353630,9700698,8154958,8401668,9204178,7571831,6415638,7166554,8300047,6183588,6252416,6973650,7266766,6877543,6645348,7244119,4872505,7479906,6552527,6284364,8272453,7280722,8048212,6764898,6874986,6249903,6870103
2021-11-01T14:20,9192494,7557702,8185513,7952937,7099780,7518674,8027076,8484461,8388485,7742186,6633804,7037498,6050781,7764045,6960645,6668405,7264536,8854267,6385022,7095080,8025915,8373610,9158072,6808466,8692773,7566302,7800642,7617240,7312947,6694251,6869190,8267151,6911857,6339303,5835957
2021-11-01T14:25,8713831,8424012,5631564,5985887,5714194,7298988,7864314,7724573,7482802,10321356,6471325,7871603,7528231,7474670,7107194,8865935,7854582,7957597,8026206,7372938,6962551,6945543,5659852,6642866,6944290,9256287,8421105,6345139,8761281,7629897,7922741,6238122,8283253,7014312,8833531
2021-11-01T14:30,7366755,8756071,7567263,9029325,7061741,7826961,7168167,6604061,7861159,7991377,7769299,7668608,7891047,7436350,7412478,9500915,9506550,6705389,7894363,8011436,6017849,7415647,8542208,8133240,6582936,9157686,6881651,8034622,7428454,6843731,6615165,7136778,8100958,7001303,8013298
2021-11-01T14:35,6760988,7059292,5808806,7017256,7739255,8179123,7624802,8602230,7543726,7262888,5494806,8629953,5631606,7724785,6587687,9150636,6370475,8531575,8483666,6794838,4792304,6470481,9473866,6239569,8616226,6198295,7293594,6117461,7198860,7313111,7154259,7011232,8199636,6139332,7291489
2021-11-01T14:40,7401140,7297891,7087004,5434353,6492284,7600327,7803309,6489235,6311659,6965594,6807609,7150264,8424984,7906845,7258452,7289826,8966848,7144802,6330543,6874037,7720020,8384774,10067581,7470078,7895684,7103648,5867726,6283116,7450445,7350962,6902890,8349812,8405474,6330893,5886893
2021-11-01T14:45,7161106,6530362,8281854,7327052,7779610,6380088,7543345,6394399,6527237,9162882,5913497,8128786,7286210,7566979,7330523,6679577,7185258,7396972,6199263,8770675,8188522,5457718,7814129,6613359,7813816,6228838,6456904,7263389,7903645,7842106,7412542,7383930,6979514,6201781,6510602
2021-11-01T14:50,7851540,6996959,8731639,6655035,6324409,8191892,7534910,7020586,8449847,5622333,7182138,9065704,6061790,8545646,6871842,8072747,8563335,7702593,8312844,8122483,8830102,7248255,7220503,8653777,6921325,7216646,7658596,8752493,6961089,8300951,7243452,7626333,8933483,5492899,7705043
2021-11-01T14:55,7592331,6899699,6172890,6676999,5487577,8343945,6273210,6671886,8402718,5073357,6739764,6537321,8413276,7313530,6263591,6126172,7103389,7251234,5734289,7217853,5332566,9532107,7181546,7423626,5938946,6071208,6383979,5075866,6042659,7206849,6081843,9088986,7878315,6380011,7965889
2021-11-01T15:00,7000921,7142568,6249785,5201100,6601924,8650239,8355639,7053916,6576261,8229299,8050938,7443651,8459881,7940046,8288809,7319848,6204641,9336869,5684806,7976355,5802570,7465304,7547748,6629074,9229706,6273466,7538039,6994833,8778344,5172774,4941950,7552132,7126693,8900711,8367917
2021-11-01T15:05,8945745,6138851,7182031,7380943,7717067,7490588,6485875,6085906,7368349,7442160,7634090,9387991,7996360,6254811,8878727,8093084,7958195,5094862,8348446,10018729,6407574,9606019,6341478,7203801,7076433,7888835,6624541,6869349,7520222,7381577,8004545,8070180,7599179,7472989,8222471
